"zipcode","city","list","list_number","firstname","lastname","gender","position","party","cumuls_2017","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","cumuleo_url"
1000,"Bruxelles","Change.Brussels",11,"Christoffer","ALLEGREZZA",,32,,,,,,,,,,,,,,,,,
4650,"Herve","HDM",,"Bernard","ALLELYN","M",11,"x","4","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/13641-bernard-allelyn.php"
4650,"Herve","EPH",,"Luc","ALLELYN","M",21,,,,,,,,,,,,,,,,,
7780,"Comines-Warneton","ACTION",,"Martine","ALLEMAN","F",21,,,,,,,,,,,,,,,,,
4900,"Spa","Osons Spa",,"Mathilde","ALLEMAN","F",4,,,,,,,,,,,,,,,,,
,"Celles (lez-Tournai)","Cel'Avenir",,"Natascha","ALLEMAN","F",15,,,,,,,,,,,,,,,,,
7500,"Tournai","ECOLO",,"Véronique","ALLUIN","F",21,,,,,,,,,,,,,,,,,
7140,"Morlanwelz","MR",,"Paolo","ALONGI","M",3,,,,,,,,,,,,,,,,,
7170,"Manage","MR",,"Yannick","ALONSO","M",21,,,,,,,,,,,,,,,,,
4000,"Liège","VEGA",,"Salvador","ALONSO MERINO","M",3,,,,,,,,,,,,,,,,,
6540,"Lobbes","ECOLO",,"Cécile","ALPHONSE-DUJARDIN","F",3,,,,,,,,,,,,,,,,,
1000,"Bruxelles","PTB*PVDA",9,"Josiane","ALSTEENS",,41,,,,,,,,,,,,,,,,,
4630,"Soumagne","Citoyen Go ",,"Franco","ALTAMURA","M",5,,,,,,,,,,,,,,,,,
1000,"Bruxelles","N-VA",8,"Elisabeth","ALTEKÖSTER",,6,,,,,,,,,,,,,,,,,
6900,"Marche-en-Famenne","Mayeur CDH",,"Anouck","ALTENHOVEN","F",20,,,,,,,,,,,,,,,,,
4540,"Amay","AMAY.PLUS",,"Frédérique","ALTUNIN","F",6,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","PS sp.a",5,"Luz","Alvarez",,31,,,,,,,,,,,,,,,,,
4800,"Verviers","LA DROITE",,"Cédric","ALVAREZ ALVAREZ","M",19,,,,,,,,,,,,,,,,,
4800,"Verviers","LA DROITE",,"Sylvie","ALVAREZ ALVAREZ","F",2,,,,,,,,,,,,,,,,,
4000,"Liège","PTB",,"Bégonia","ALVAREZ FERNANDEZ","F",37,,,,,,,,,,,,,,,,,
7041,"Quévy","EDD",,"Edith","ALVISSE","F",14,,,,,,,,,,,,,,,,,
7387,"Honnelles","LISTE MAÏEUR",,"Gil","AMAND","M",7,"PS","16","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/12808-gil-amand.php"
1000,"Bruxelles","PS",5,"Jean-Marie","AMAND",,11,"PS","14","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/13643-jean-marie-amand.php"
7333,"Saint-Ghislain","PS",,"Malvine","AMAND","F",14,,,,,,,,,,,,,,,,,
1470,"Genappe","CréonsDemain",,"Piero","AMAND","M",25,,,,,,,,,,,,,,,,,
,"Saint-Nicolas (liège)","PS",,"Hawa","AMAR","F",15,,,,,,,,,,,,,,,,,
7972,"Beloeil","Bel Elan",,"Ingrid","AMAURY","F",16,,,,,,,,,,,,,,,,,
1310,"La Hulpe","DéFI",,"Cristina","AMBOLDI","F",2,,,,,,,,,,,,,,,,,
1210,"Saint-Josse-Ten-Noode","MR Open Vld",12,"Rhimou","Ambri",,8,,,,,,,,,,,,,,,,,
4000,"Liège","PTB",,"David","AMBROSIO","M",8,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","LISTE BOURGMESTRE",4,"Michele","Amedeo",,43,,,,,,,,,,,,,,,,,
7700,"Mouscron","ECOLO",,"Alexandre","AMELOOT","M",9,,,,,,,,,,,,,,,,,
5500,"Dinant","JEXISTE",,"Didier","AMELYNCK","M",7,,,,,,,,,,,,,,,,,
4820,"Dison","PP",,"Michel","AMEN","M",11,,,,,,,,,,,,,,,,,
4800,"Verviers","PTB",,"Monique","AMEN","F",28,,,,,,,,,,,,,,,,,
6180,"Courcelles","ECOLO",,"Guiseppe Pino","AMICO","M",13,,,,,,,,,,,,,,,,,
1190,"Forest","MR",12,"Michele","AMICO",,19,,,,,,,,,,,,,,,,,
4630,"Soumagne","Citoyen Go ",,"Laurence","AMICO-HENRICH","F",4,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","ECOLO SAMEN",2,"Fadma","Amine",,21,,,,,,,,,,,,,,,,,
6110,"Montigny-le-Tilleul","ECOLO",,"Patrice","AMITIÉ","M",17,,,,,,,,,,,,,,,,,
4500,"Huy","MR",,"Mamas","AMLAOUCH","F",25,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","LISTE BOURGMESTRE",4,"Elias","Ammi",,17,,,,,,,,,,,,,,,,,
6000,"Charleroi","PTB",,"Saleha","AMMI","F",11,,,,,,,,,,,,,,,,,
6000,"Charleroi","MR",,"Luciano","AMORINI","M",15,,,,,,,,,,,,,,,,,
7972,"Beloeil","L'essentiel",,"Emile","AMORISON","M",15,,,,,,,,,,,,,,,,,
7972,"Beloeil","POUR LAVENIR",,"Lise","AMORISON","F",2,"cdH","6","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,"https://www.cumuleo.be/mandataire/9156-lise-amorison.php"
7000,"Mons","AGORA - CDH",,"Pierre","AMOROSO","M",16,,,,,,,,,,,,,,,,,
1000,"Bruxelles","MR-VLD",6,"Els","AMPE",,2,"Open VLD","7","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/9265-els-ampe.php"
1090,"Jette","PS - sp.a",5,"Halima","Amrani",,20,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","CDH + CD&V",1,"Hicham","Amrani",,11,,,,,,,,,,,,,,,,,
1000,"Bruxelles","PS",5,"Mustapha","AMRANI",,13,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","Liste du Bourgmestre",5,"Myriem","Amrani",,6,,,,,,,,,,,,,,,,,
1400,"Nivelles","DéFI",,"Aïcha","AMRAOUI","F",13,,,,,,,,,,,,,,,,,
4800,"Verviers","CDH",,"Toufik","AMRAOUI","M",19,,,,,,,,,,,,,,,,,
1040,"Etterbeek","LB-LISTE BOURGMESTRE",6,"Sabrina","Amriah",,28,,,,,,,,,,,,,,,,,
7370,"Dour","VOTRE DOUR",,"Marie-Claire","ANACLERIO","F",24,,,,,,,,,,,,,,,,,
1330,"Rixensart","NAP-MR",,"Michel","ANASTASIADES","M",24,,,,,,,,,,,,,,,,,
7340,"Colfontaine","MR",,"Christophe","ANASTAZE","M",27,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","MR & CITOYENS",12,"Daniel","Anastopoulos",,21,,,,,,,,,,,,,,,,,
1200,"Woluwe-Saint-Lambert","Liste du Bourgmestre",4,"Laïla","Anbari",,28,,,,,,,,,,,,,,,,,
5570,"Beauraing","INT. CITOYENS",,"Jérôme","ANCEAU","M",2,,,,,,,,,,,,,,,,,
1210,"Saint-Josse-Ten-Noode","LISTE COMMUNALE",13,"Henriette","Ancel",,8,,,,,,,,,,,,,,,,,
7333,"Saint-Ghislain","Osons !",,"Nicolas","ANCELIN","M",21,,,,,,,,,,,,,,,,,
4480,"Engis","ECOLO",,"Johan","ANCIA","M",1,,,,,,,,,,,,,,,,,
6200,"Châtelet","RC",,"Nicolas","ANCIA","M",22,,,,,,,,,,,,,,,,,
6200,"Châtelet","RC",,"Paulin","ANCIA","M",26,,,,,,,,,,,,,,,,,
6200,"Châtelet","PS",,"Sabine","ANCIA","F",24,,,,,,,,,,,,,,,,,
4400,"Flémalle","MR",,"Stéphane","ANCIA","M",1,,,,,,,,,,,,,,,,,
6180,"Courcelles","PS",,"Valérie","ANCIA","F",17,,,,,,,,,,,,,,,,,
6120,"Ham-sur-Heure-Nalinnes","MR",,"Bénédicte","ANCIAUX","F",12,,,,,,,,,,,,,,,,,
1040,"Etterbeek","Alternative CDH",1,"Danièle","Anciaux",,28,,,,,,,,,,,,,,,,,
6000,"Charleroi","ECOLO",,"Georgy","ANCIAUX","M",29,,,,,,,,,,,,,,,,,
7100,"La Louvière","PS",,"Laurence","ANCIAUX","F",16,,,,,,,,,,,,,,,,,
5600,"Philippeville","Agir Ensemble",,"Véronique","ANCIAUX","F",14,,,,,,,,,,,,,,,,,
,"Eghezée","IC",,"Nathalie","ANCIAUX - PUTZEYS","F",7,,,,,,,,,,,,,,,,,
5340,"Gesves","GEM",,"Amand","ANCION","M",15,,,,,,,,,,,,,,,,,
4218,"Héron","Ent.Citoyenne",,"Amélie","ANCION","F",4,,,,,,,,,,,,,,,,,
4845,"Jalhay","MR-IC-EJS",,"Marc","ANCION","M",19,"MR","2","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/12809-marc-ancion.php"
5537,"Anhée","V.I.C.",,"Michel","ANCION","M",17,"cdH","7","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/9146-michel-ancion.php"
4100,"Seraing","ECOLO",,"Paul","ANCION","M",3,"Ecolo","6","oui","oui",,,,,,,,,,,,,"https://www.cumuleo.be/mandataire/16432-paul-ancion.php"
4530,"Villers-le-Bouillet","GénérationS4530",,"Philippe","ANCION","M",2,,,,,,,,,,,,,,,,,
4620,"Fléron","IC FLERON",,"Thierry","ANCION","M",3,"cdH","8","oui","oui","oui","oui","oui","oui","oui","oui",,,,,,,"https://www.cumuleo.be/mandataire/12157-thierry-ancion.php"
,"Saint-Nicolas (liège)","ECOLO",,"Vincent","ANCION","M",11,,,,,,,,,,,,,,,,,
5030,"Gembloux","PS",,"Mohamed","ANDALOUSSI","M",28,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","ULP",,"Thibault","ANDERLINI","M",3,,,,,,,,,,,,,,,,,
1000,"Bruxelles","CDH-CD&V+",1,"Said","ANDOUH",,25,,,,,,,,,,,,,,,,,
4987,"Stoumont","VivrEnsemble",,"Albert","ANDRÉ","M",11,"PS","3","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/9144-albert-andre.php"
4500,"Huy","VLC",,"Alicia","ANDRÉ","F",18,,,,,,,,,,,,,,,,,
,"Ecaussinnes","VÉ",,"Astrid","ANDRÉ","F",2,,,,,,,,,,,,,,,,,
5330,"Assesse","Acor+",,"Aurélie","ANDRÉ","F",4,,,,,,,,,,,,,,,,,
4800,"Verviers","PTB",,"Béatrice","ANDRE","F",14,,,,,,,,,,,,,,,,,
4870,"Trooz","ECOVA",,"Brigitte","ANDRÉ","F",2,,,,,,,,,,,,,,,,,
1090,"Jette","ECOLO-GROEN",2,"Claire","André",,16,,,,,,,,,,,,,,,,,
7000,"Mons","PP",,"David","ANDRÉ","M",11,,,,,,,,,,,,,,,,,
1190,"Forest","DéFI",4,"Franz","ANDRÉ",,11,,,,,,,,,,,,,,,,,
7090,"Braine-le-Comte","BRAINE",,"Henri-Jean","ANDRE","M",7,,,,,,,,,,,,,,,,,
4800,"Verviers","ECOLO",,"Isabelle","ANDRÉ","F",30,,,,,,,,,,,,,,,,,
5540,"Hastière","EMC",,"Jacques","ANDRÉ","M",1,"PS","1","oui","oui","oui","oui","oui","oui","oui","oui",,,,,,,"https://www.cumuleo.be/mandataire/12158-jacques-andre.php"
5560,"Houyet","ECOLO",,"Jean-François","ANDRÉ","M",9,,,,,,,,,,,,,,,,,
6760,"Virton","ENSEMBLE EA",,"Jessica","ANDRÉ","F",20,,,,,,,,,,,,,,,,,
4500,"Huy","PS",,"Julien","ANDRÉ","M",15,,,,,,,,,,,,,,,,,
7972,"Beloeil","PS",,"Marcel","ANDRÉ","M",7,"PS","8","oui","oui","oui","oui","oui","oui",,,,,"oui","oui","oui","oui","https://www.cumuleo.be/mandataire/9143-marcel-andre.php"
1040,"Etterbeek","PS-sp.a+",5,"Marcel","André",,13,,,,,,,,,,,,,,,,,
7972,"Beloeil","CAP BELOEIL",,"Nancy","ANDRÉ","F",4,,,,,,,,,,,,,,,,,
1390,"Grez-Doiceau","A.C#BOURGMESTR",,"Nicolas","ANDRÉ","M",14,,,,,,,,,,,,,,,,,
6970,"Tenneville","Osez O.C.",,"Philippe","ANDRE","M",6,,,,,,,,,,,,,,,,,
6690,"Vielsalm","BOURGMESTRE",,"Simon","ANDRÉ","M",11,,,,,,,,,,,,,,,,,
4000,"Liège","VERT ARDENT",,"Sophie","ANDRÉ","F",39,,,,,,,,,,,,,,,,,
5660,"Couvin","CVN ",,"Sylvie","ANDRE","F",16,,,,,,,,,,,,,,,,,
5030,"Gembloux","MR",,"Vinciane","ANDRÉ","F",24,,,,,,,,,,,,,,,,,
6760,"Virton","IC+",,"Virginie","ANDRÉ","F",7,,,,,,,,,,,,,,,,,
7000,"Mons","AGORA - CDH",,"Yves","ANDRÉ","M",2,"cdH","9","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/13646-yves-andre.php"
1081,"Koekelberg","LB",13,"Marguerite-Marie","André-Dumont",,16,,,,,,,,,,,,,,,,,
7950,"Chièvres","PS",,"Alexandre","ANDRÉADAKIS","M",11,,,,,,,,,,,,,,,,,
,"Ecaussinnes","MR-CHE",,"Catherine","ANDREJUK","F",16,,,,,,,,,,,,,,,,,
,"Saint-Nicolas (liège)","MR",,"Donatella","ANDREOLI","F",26,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","MR",,"Bernadette","ANDRIANNE","F",27,"MR","5","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/13647-bernadette-andrianne.php"
,"Meix-Devant-Virton","MAÏEUR",,"Colette","ANDRIANNE","F",8,,,,,,,,,,,,,,,,,
4960,"Malmedy","PS PLUS",,"Nathalie","ANDRIANNE","F",20,,,,,,,,,,,,,,,,,
4670,"Blegny","ICdh",,"Frannie","ANDRIEN","F",18,,,,,,,,,,,,,,,,,
4600,"Visé","OUI Visé",,"Michaël","ANDRIEN","M",7,,,,,,,,,,,,,,,,,
4920,"Aywaille","Ensemble",,"Renaud","ANDRIEN","M",11,,,,,,,,,,,,,,,,,
4820,"Dison","PS",,"René","ANDRIEN","M",16,,,,,,,,,,,,,,,,,
,"Berchem","DéFI",4,"Jeannine","Andries",,7,,,,,,,,,,,,,,,,,
4350,"Remicourt","PRS",,"Nicolas","ANDRIES","M",7,,,,,,,,,,,,,,,,,
1000,"Bruxelles","ECOLO-GROEN",2,"Jonathan","ANDRIEUX",,19,,,,,,,,,,,,,,,,,
7740,"Pecq","Community",,"Véronique","ANDROGÉ","F",12,,,,,,,,,,,,,,,,,
6780,"Messancy","ICM",,"Josy","ANDROVANDI","M",11,,,,,,,,,,,,,,,,,
6950,"Nassogne","DcM",,"Stéphane","ANDRY","M",13,,,,,,,,,,,,,,,,,
1081,"Koekelberg","LB",13,"Sylvie","Andry",,2,"MR","7","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/9134-sylvie-andry.php"
1081,"Koekelberg","N-VA",8,"Honorata","Andrzejewska",,1,,,,,,,,,,,,,,,,,
1480,"Tubize","éB",,"Laetitia","ANEDDA","F",24,,,,,,,,,,,,,,,,,
1000,"Bruxelles","PLAN B",13,"Fatima","ANEDDAM",,22,,,,,,,,,,,,,,,,,
1190,"Forest","ECOLO-GROEN",2,"Alitia","ANGELI",,6,,,,,,,,,,,,,,,,,
4570,"Marchin","PS-IC",,"Valentin","ANGELICCHIO","M",7,,,,,,,,,,,,,,,,,
1200,"Woluwe-Saint-Lambert","ECOLO-GROEN",2,"François","Angenot",,29,,,,,,,,,,,,,,,,,
1180,"Uccle","CDH",1,"Eve-Marie","Angerer",,23,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","ECOLO-GROEN",2,"Johanna","Angillis",,15,,,,,,,,,,,,,,,,,
1480,"Tubize","RC",,"Philippe","ANGILLIS","M",27,,,,,,,,,,,,,,,,,
6000,"Charleroi","NWA-NATION",,"Jean-Jacques","ANGOT","M",5,,,,,,,,,,,,,,,,,
1060,"Saint-Gilles","CDH + CD&V",1,"Kossiwa","Anifrani",,12,,,,,,,,,,,,,,,,,
4140,"Sprimont","CDH",,"Vida","ANKO","F",15,,,,,,,,,,,,,,,,,
7740,"Pecq","Community",,"Philippe","ANNECOUR","M",17,,,,,,,,,,,,,,,,,
6600,"Bastogne","CITOYENS +",,"Evelyne","ANNET","F",6,,,,,,,,,,,,,,,,,
6671,"Gouvy","ENSEMBLE",,"Louis","ANNET","M",15,,,,,,,,,,,,,,,,,
6980,"La Roche-en-Ardenne","Pour Vous",,"Véronique","ANNET-GANHY","F",12,,,,,,,,,,,,,,,,,
6660,"Houffalize","L'ESSENTIEL",,"Martine","ANNET-LHOTE","F",8,,,,,,,,,,,,,,,,,
1150,"Woluwe-Saint-Pierre","Liste du Bourgmestre",1,"Philippe","Annez de Taboada",,31,,,,,,,,,,,,,,,,,
1090,"Jette","PS - sp.a",5,"Yassine","Annhari",,3,,,,,,,,,,,,,,,,,
4000,"Liège","MR pour Liège",,"Nicole","ANOUL","F",47,,,,,,,,,,,,,,,,,
5350,"Ohey","ECOLO",,"Françoise","ANSAY","F",17,"Ecolo","7","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/12812-francoise-ansay.php"
7860,"Lessines","PP",,"Marcel","ANSEAU","M",7,,,,,,,,,,,,,,,,,
6530,"Thuin","IC",,"Philippe","ANSELIN","M",12,,,,,,,,,,,,,,,,,
5000,"Namur","PS",,"Olivier","ANSELME","M",12,,,,,,,,,,,,,,,,,
7860,"Lessines","OSER cdH",,"Sandrine","ANSIAU","F",23,,,,,,,,,,,,,,,,,
5500,"Dinant","DINANT",,"Jean-Pierre","ANSIAUX","M",23,,,,,,,,,,,,,,,,,
1380,"Lasne","DéFI",,"Nicolas","ANSPACH","M",5,,,,,,,,,,,,,,,,,
7120,"Estinnes","EMC",,"Albert","ANTHOINE","M",2,"x","4","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/13652-albert-anthoine.php"
1480,"Tubize","éB",,"Pierre","ANTHOINE","M",29,,,,,,,,,,,,,,,,,
1083,"Ganshoren","PROGANSHOREN",1,"Claude","Anthone-Caestecker",,24,,,,,,,,,,,,,,,,,
5300,"Andenne","MR",,"Georgia","ANTHOPOULOS","F",7,,,,,,,,,,,,,,,,,
6180,"Courcelles","BOURGMESTRE",,"Rosina","ANTINORO","F",25,,,,,,,,,,,,,,,,,
5000,"Namur","PP",,"André","ANTOINE","M",45,,,,,,,,,,,,,,,,,
1360,"Perwez","DRC+",,"André","ANTOINE","M",1,"cdH","10","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/11443-andre-antoine.php"
6730,"Tintigny","Commune en Vie",,"Camille","ANTOINE","F",12,,,,,,,,,,,,,,,,,
5570,"Beauraing","EB",,"Cyprien","ANTOINE","M",15,,,,,,,,,,,,,,,,,
,"Eghezée","ECOLO",,"Edithe","ANTOINE","F",20,,,,,,,,,,,,,,,,,
1150,"Woluwe-Saint-Pierre","OPEN MR",12,"Jean-Pierre","ANTOINE",,24,,,,,,,,,,,,,,,,,
5580,"Rochefort","CAP 2030 - IC",,"Jean-Yves","ANTOINE","M",9,,,,,,,,,,,,,,,,,
1050,"Ixelles","OBJECTIF XL",1,"Jocelyne","Antoine",,36,,,,,,,,,,,,,,,,,
4684,"Oupeye","CDH",,"Laurent","ANTOINE","M",25,"cdH","6","oui","oui","oui",,,"oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/9111-laurent-antoine.php"
6720,"Habay","ECOLO",,"Marc","ANTOINE","M",1,,,,,,,,,,,,,,,,,
1050,"Ixelles","PTB*PVDA",9,"Margot","Antoine",,5,,,,,,,,,,,,,,,,,
6720,"Habay","ECOLO",,"Mathieu","ANTOINE","M",9,,,,,,,,,,,,,,,,,
6860,"Léglise","POURQUOI PAS",,"Mathieu","ANTOINE","M",12,,,,,,,,,,,,,,,,,
4650,"Herve","HDM",,"Mélanie","ANTOINE","F",22,,,,,,,,,,,,,,,,,
5000,"Namur","DéFI",,"Philippe","ANTOINE","M",25,,,,,,,,,,,,,,,,,
6870,"Saint-Hubert","DYN@M'IC",,"Renaud","ANTOINE","M",13,,,,,,,,,,,,,,,,,
7940,"Brugelette","BE",,"Thierry","ANTOINE","M",12,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","CDH-CD&V+",1,"Valérie","Antoine",,42,,,,,,,,,,,,,,,,,
5000,"Namur","ECOLO",,"Vincent","ANTOINE","M",9,,,,,,,,,,,,,,,,,
5530,"Yvoir","La Relève",,"Agnès","ANTOINE-LEMPEREUR","F",12,,,,,,,,,,,,,,,,,
1070,"Anderlecht","PTB*PVDA",9,"Fernand","Anton",,23,,,,,,,,,,,,,,,,,
5150,"Floreffe","DéFI",,"Francesco","ANTONELLI","M",9,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","ECOLO",,"Fernand","ANTONIOLI","M",27,,,,,,,,,,,,,,,,,
4040,"Herstal","Vert Herstal",,"Tania","ANTONIOLI","F",12,,,,,,,,,,,,,,,,,
1050,"Ixelles","Liste La Bourgmestre",12,"Tom","Antonissen",,36,,,,,,,,,,,,,,,,,
5575,"Gedinne","ECOLO & MC",,"Marie-Pierre (Malipe)","ANTROP","F",14,,,,,,,,,,,,,,,,,
1050,"Ixelles","PS - sp.a",5,"Nathalie","Anulewicz",,40,,,,,,,,,,,,,,,,,
6540,"Lobbes","PS",,"Luc","ANUS","M",5,,,,,,,,,,,,,,,,,
7000,"Mons","PS",,"Angela","ANZALONE","F",30,,,,,,,,,,,,,,,,,
,"Meix-Devant-Virton","MAÏEUR",,"Umberto","ANZALONE","M",7,,,,,,,,,,,,,,,,,
1081,"Koekelberg","PS",5,"Khalil","Aouasti",,15,,,,,,,,,,,,,,,,,
1200,"Woluwe-Saint-Lambert","MR+",12,"Robert","Aparaschivei",,26,,,,,,,,,,,,,,,,,
1330,"Rixensart","DéFI",,"Luigi","APOSTOL","M",11,,,,,,,,,,,,,,,,,
1040,"Etterbeek","Alternative CDH",1,"Marian","Apostol",,23,,,,,,,,,,,,,,,,,
1190,"Forest","Forest En Mieux",13,"Panayotis","APOSTOLIDIS",,14,,,,,,,,,,,,,,,,,
1495,"Villers-la-Ville","MR",,"Christian","APPART","M",15,,,,,,,,,,,,,,,,,
7000,"Mons","PS",,"Virginie","APPART","F",38,,,,,,,,,,,,,,,,,
4100,"Seraing","CDH",,"Marie","APPELDOORN","F",9,,,,,,,,,,,,,,,,,
7850,"Enghien","MR",,"Danielle","APPELMANS-GRANDIN","F",11,,,,,,,,,,,,,,,,,
1140,"Evere","ECOLO-GROEN",2,"Tatev","Apraham",,20,,,,,,,,,,,,,,,,,
4400,"Flémalle","ECOLO",,"Antonio","APRUZZESE","M",21,,,,,,,,,,,,,,,,,
6180,"Courcelles","PS",,"Gabriel","AQUILANO","M",20,,,,,,,,,,,,,,,,,
1090,"Jette","MR",12,"Philippe","Aquilino di Maria",,19,,,,,,,,,,,,,,,,,
7500,"Tournai","PS",,"Linda","ARA","F",16,,,,,,,,,,,,,,,,,
5537,"Anhée","Anhée vers +",,"Ariane","ARAMBATZOGLOU","F",4,,,,,,,,,,,,,,,,,
7700,"Mouscron","PS",,"Angelo","ARANCIO","M",6,,,,,,,,,,,,,,,,,
,"Saint-Nicolas (liège)","Saint-Nicolas Plus",,"Hélène","ARAPANTONIS","F",6,,,,,,,,,,,,,,,,,
6791,"Aubange","TPA",,"Tania","ARAUJO","F",13,,,,,,,,,,,,,,,,,
1040,"Etterbeek","Ecolo-Groen",2,"Vanessa","Araujo Miño",,18,,,,,,,,,,,,,,,,,
6200,"Châtelet","PS",,"Wendy","ARAUXO","F",22,,,,,,,,,,,,,,,,,
4530,"Villers-le-Bouillet","GénérationS4530",,"Anisa","ARBIB-LAMBOTTE","F",5,,,,,,,,,,,,,,,,,
4550,"Nandrin","TE",,"Pierre","ARCHAMBEAU","M",3,,,,,,,,,,,,,,,,,
4557,"Tinlot","TP",,"Laurence","ARCHAMBEAU-MÉDAERTS","F",5,,,,,,,,,,,,,,,,,
1000,"Bruxelles","DéFI",4,"Youssef","ARCHICH",,9,,,,,,,,,,,,,,,,,
6150,"Anderlues","GAUCHE",,"Valérie","ARCOLY","F",8,,,,,,,,,,,,,,,,,
,"Saint-Nicolas (liège)","PP",,"Micheline","ARENA","F",10,,,,,,,,,,,,,,,,,
6250,"Aiseau-Presles","PS",,"Pierro","ARENA","M",13,,,,,,,,,,,,,,,,,
7972,"Beloeil","L'essentiel",,"Sébastien","ARENA","M",5,,,,,,,,,,,,,,,,,
4837,"Baelen","Trait d'Union",,"Jean-Paul","AREND","M",1,,,,,,,,,,,,,,,,,
6791,"Aubange","TPA",,"Marc","AREND","M",12,,,,,,,,,,,,,,,,,
6760,"Virton","CDH",,"Jean-Luc","ARENDT","M",11,,,,,,,,,,,,,,,,,
6717,"Attert","ENSEMBLE",,"Josy","ARENS","M",1,,,,,,,,,,,,,,,,,
5340,"Gesves","GEM",,"Anna","ARGENTO","F",16,,,,,,,,,,,,,,,,,
1083,"Ganshoren","LB-LISTE BOURGMESTRE",12,"Julie","Arincon Torres",,18,,,,,,,,,,,,,,,,,
7300,"Boussu","RC",,"Jean-Pierre","ARIS","M",18,,,,,,,,,,,,,,,,,
1140,"Evere","NATION",14,"Maria","Arku",,4,,,,,,,,,,,,,,,,,
7130,"Binche","PS",,"Laurent","ARMAN","M",11,,,,,,,,,,,,,,,,,
,"Court-Saint-Etienne","ECOLO",,"Anaïs","ARMAND","F",6,,,,,,,,,,,,,,,,,
4820,"Dison","Vivre Dison",,"Jefferson","ARNAUTS","M",1,,,,,,,,,,,,,,,,,
4577,"Modave","UC",,"Laurent","ARNDT","M",15,,,,,,,,,,,,,,,,,
4000,"Liège","CDH",,"Dominique","ARNOLD","M",18,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","LISTE BOURGMESTRE (LB)",12,"Jeannine","Arnoldi",,39,,,,,,,,,,,,,,,,,
4845,"Jalhay","OSER",,"Philippe","ARNOLDY","M",13,,,,,,,,,,,,,,,,,
4130,"Esneux","PS",,"Carole","ARNOLIS","F",2,,,,,,,,,,,,,,,,,
4400,"Flémalle","PS",,"Mara","ARNONE","F",15,,,,,,,,,,,,,,,,,
7100,"La Louvière","PS",,"Salvatore","ARNONE","M",29,,,,,,,,,,,,,,,,,
6000,"Charleroi","NWA-NATION",,"Ariane","ARNOUL","F",16,,,,,,,,,,,,,,,,,
5190,"Jemeppe-sur-Sambre","DéFI",,"Séverine","ARNOUL","F",16,,,,,,,,,,,,,,,,,
1200,"Woluwe-Saint-Lambert","Liste du Bourgmestre",4,"Alain","Arnould",,19,,,,,,,,,,,,,,,,,
,"Ecaussinnes","Ensemble",,"Bernard","ARNOULD","M",13,,,,,,,,,,,,,,,,,
6890,"Libin","ViAV",,"Bertrand","ARNOULD","M",17,,,,,,,,,,,,,,,,,
6800,"Libramont-Chevigny","Libr@Vous",,"Cécile","ARNOULD","F",17,,,,,,,,,,,,,,,,,
5140,"Sombreffe","CI-LdB",,"Chantal","ARNOULD","F",10,,,,,,,,,,,,,,,,,
6900,"Marche-en-Famenne","Mayeur CDH",,"Christelle","ARNOULD","F",6,,,,,,,,,,,,,,,,,
5000,"Namur","PTB",,"Christian","ARNOULD","M",17,,,,,,,,,,,,,,,,,
